ID,문장,유형,극성,시제,확실성,label
TRAIN_09807,특히 ＇자유무역질서＇를 내세우면서 자신보다 약한 국가는 언제든 경제 보복으로 짓밟을 수 있다고 생각하는 중국 측 인식이 이번에는 확실히 바뀌길 바란다.,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_09808,이제 한국인은 서로 간에 생각의 차이를 대화와 타협이 아니라 폭력으로 해소하는 길목에 서 있다.,사실형,부정,현재,확실,사실형-부정-현재-확실
TRAIN_09809,"식품의약품안전처에 등록된 코로나19 치료제 임상승인 품목은 19개로 이 중 항바이러스제가 12개, 면역조절제가 7개다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09810,＂이번 기회에 이 부분을 바로잡았으면 좋겠습니다.＂,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_09811,프로그램 성공에 대한 자신감도 가득하다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09812,오로지 구종직만이 막힘이 없었다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09813,삼성전자는 EUV 확보에 전력을 다하겠다는 각오입니다.,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_09814,포트홀 신고 지자체마다 두 배 가까이 급증태풍과 장마철 집중호우로 도로 곳곳에 포트홀이 아직도 방치되어 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09815,"시장은 강하지만 비트코인이 1,100만원을 돌파하고 2차 상승을 할지 여부가 확실하지 않기 때문에 알트코인 간 순환매매가 돌고 있는 모습입니다.",대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_09816,일본에서 찍은 책판의 문자는 자획이 정연하여 우리나라의 것과는 비교가 되지 않는다.,사실형,부정,현재,확실,사실형-부정-현재-확실
TRAIN_09817,조이시티도 하락장에서 선방하며 주목받고 있습니다.,대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_09818,《연려실기술》은 문종의 용모에 대해서도 단서를 남겼다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09819,"암호화폐 전문 미디어 AMB크립토가 블록체인 데이터 업체 클래스노드(Glassnode)를 인용, ＂2018년 1월 이후 BTC 유통량의 40% 이상인 670억 달러 상당 BTC가 이체없이 장기 보유됐다＂며 ＂BTC 장기 보유자가 증가하는 추세＂라고 전했다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09820,또 박 읍장은 ＂사회복지공동모금회에 기탁해 ＇동전 천사＇의 따뜻한 마음이 소외계층에게 잘 전달되도록 하겠다＂고 했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09821,충무공이 해전에서 연전연승했지만 전라좌수가 되기 전까지만 해도 이순신은 수군으로서의 경력이 일천했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09822,또 A씨 딸을 부검해 정확한 사망 원인을 확인할 예정이다.,사실형,긍정,미래,확실,사실형-긍정-미래-확실
TRAIN_09823,두산중공업은 수주 급감으로 수익성이 악화하고 올해 만기가 도래하는 1조2000억원 규모 회사채 등 상환 압박에 시달려왔다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09824,"단백질이 많은 음식과 과도한 맥주, 와인 등 온갖 술이 요산을 발생시키는 원인이다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09825,그는 자신이 조성한 투자펀드를 활용해 환경보호나 에너지 절약을 위한 혁신기술에 상당수 투자한 것으로 전해진다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09826,"시공단은 대주단에 사업비 7000억원을 대위변제한 뒤 공사비와 사업비, 이자를 포함한 비용에 대해 구상권을 청구할 방침이다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09827,은행의 원화대출금은 218조 3850억원으로 우량 중소기업 중심의 자산 증대 전략에 힘입어 중소기업대출이 전년대비 10.3%(8조 2430억원) 증가한 87조 9330억원을 달성하면서 대출 포트폴리오의 질적 개선이 지속됐다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09828,실제 자금 흐름과는 무관한 금융사가 개인 ＇지시＇만으로 자산을 옮길 수 있도록 해주는 게 마이 페이먼트 산업이다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09829,약칭으로 USA250이라고 부른다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09830,객석의 좌우에 계단형 무대를 만들어 배우들의 활동 공간이 넓고 깊다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09831,"《근역서화징》에 따르면, 이상좌는 노비였지만 어릴 때부터 그림 솜씨가 널리 알려져 중종의 특명으로 양민으로 신분이 격상돼 도화서에 배속됐다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09832,"실수요자를 위한 상품인 만큼 주택담보인정비율이 최대 70%(최대 3억6000만원, 다자녀가구는 최대 4억원)로 높아 신혼부부와 청년층이 주로 이용하고 있다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09833,웨지의 그루브가 한 달이면 닳아 없어질 정도로 많은 시간을 투자했다죠.,대화형,긍정,과거,불확실,대화형-긍정-과거-불확실
TRAIN_09834,하지만 한국전쟁 후 모든 것이 파괴된 시대가 되면서 건축가는 엔지니어 역할이 매우 중요했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09835,방탄소년단(BTS)에 이어 올해 ＇기생충＇까지 연타석 홈런을 치면서 한국어 콘텐츠를 향한 러브콜이 이어질 전망이다.,예측형,긍정,미래,불확실,예측형-긍정-미래-불확실
TRAIN_09836,아울러 대학신문 ＇연세춘추＇에 만평을 게재하며 날카로운 사회 감각을 길렀다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09837,특히 초코송이는 배에 생긴 혹이 지방종이라는 진단을 믿고 추적 관찰에 소홀한 결과 종양이 되었다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09838,"에어부산, 에어서울, 티웨이항공 상황은 말할 것도 없고, 항공 여객 수요가 적은 강릉을 거점으로 하는 플라이강원과 셧 다운된 이스타항공은 밑 빠진 독이 될 가능성이 높다고 업계 관계자들은 말한다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09839,박 전 대통령은 국정농단 1심이 진행 중이던 2017년 10월 이후 모든 재판을 보이콧 중이다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09840,여기에 코로나19의 전국적인 확산이 지속되면서 기존 일정도 잠정 연기된 셈이다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09841,네이버페이는 2021년 4월 후불결제 시범 서비스를 시작했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09842,라이엇게임즈는 게임의 완성도를 높이기 위해 최고 수준의 기술들을 적용했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09843,한마디로 위성정당은 거대 정당이 지지자를 위해 만든 결과물이다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09844,경찰은 주민 피해를 방지하기 위한 대책 마련에 나섰다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09845,"필자가 마당 있는 집에 살 때 배롱나무를 직접 심어 함께 지냈었는데, 초여름날 붉은 꽃이 활짝 피면 덩실덩실 어깨춤을 추며 돌아온 백일홍을 환영했고, 늦가을, 그야말로 아무것도 남지 않은 나목이 되어버린 백일홍 앞에 서서 뜨거웠던 여름을 돌아보며 성찰의 시간을 가졌던 기억이 있다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09846,14일 전국 광역단체에 따르면 권위주의 상징물로 여겨지던 단독주택 관사를 운영하거나 소유 중인 지자체는 부산·경기·강원·전북·경남 등 5곳이다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09847,우한의 모습에서 한국 부동산시장을 떠올린다.,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_09848,"국회예산정책처는 신종 코로나 영향으로 중국 국내총생산(GDP)이 1% 감소하는 수준의 충격이 발생하면 그 여파로 한국의 대중국 수출은 0.5%, GDP는 0.2% 줄어들 것으로 추정했다.",사실형,긍정,과거,불확실,사실형-긍정-과거-불확실
TRAIN_09849,안동시의회는 130억원을 들여 2018년 말 신청사를 준공했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09850,베이조스는 지난해 전처 매켄지 베이조스와 이혼 절차를 밟으며 아마존 전체 주식 중 4%를 부인에게 양도했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09851,신보는 지금까지 6개 기수를 모집해 총 460개의 유망 스타트업을 발굴했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09852,"임진왜란 때 조선을 돕기 위해 온 명나라 이여송, 마귀, 등계달과 유구국 사신 양찬 등이 앞 다퉈 석봉의 글씨를 구해갔다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09853,"경상순변사 이일은 상주에서, 총사령관 신립은 충주에서 적군이 근접했다고 보고하는 군관들을 ＂망령된 보고로 군을 동요시킨다＂며 목을 베었다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09854,많은 부모가 육아 과정에서 부족한 것은 없는지 노심초사한다.,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_09855,여기에 보다 다양한 이용자층을 확보하기 위한 노력의 경험도 들어볼 수 있다.,사실형,긍정,미래,불확실,사실형-긍정-미래-불확실
TRAIN_09856,ESL 프로 투어 스타크래프트2를 위한 랭킹 및 예선전 형식은 기존 WCS 시스템을 기반으로 운영된다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09857,앞서 12월 27일 소상공인연합회는 국회에서 추혜선 정의당 의원과 공동 기자회견을 열고 ＂우아한형제들과 DH의 합병이 소상공인들의 경제적 이익을 침해할 뿐 아니라 소비자의 선택을 저해할 것＂이라고 주장한 바 있다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09858,현재 화물연대는 석유화학단지 진·출입로를 막고 긴급한 사안 외에는 차량 통행을 전면 봉쇄하고 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09859,92년 역사의 아카데미상 시상식에서 한국영화 최초로 작품상 수상자가 된 곽신애 바른손E&A 대표(51)는 수상 소감을 말하며 믿기지 않는 듯 울먹거렸다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09860,안톤 체호프는 사할린섬의 비참한 위생 상태를 열정적으로 기록했고 지그문트 프로이트는 분변학이 반드시 필요한 학문이라고 역설했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09861,"프리미엄 한방면역치료에는 한약재를 끓인 수증기를 코와 입으로 흡입하는 비훈치료, 프리미엄 약침치료, 면역세포 활성화를 도와주는 뮨과 리젠, 기력 증강제인 뮤란스, 조혈 기능을 도와주는 샤뮤 등이 적용된다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09862,기존 길드명을 바꿀 수 있는 아이템 역시 50% 할인된 가격으로 판매한다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09863,하지만 SM과 YG의 뮤지션이 불참하면서 절반의 성공이라는 평가를 받았다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09864,"변화에 둔감한 나도 신선식품은 새벽배송으로, 일반 상품은 최저 가격 보장 인터넷 쇼핑으로 해결하고 있다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09865,가이아모바일코리아(대표 양용국)는 미연시 멀티 엔딩 RPG ＇영원한 7일의 도시＇에 신규 캐릭터(신기사) ＇치유키＇와 ＇미사키＇를 추가했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09866,"2월 25~28일(현지시간) 미국 샌프란시스코 모스콘센터에서 열린 세계 최대의 보안기술 콘퍼런스 RSA2020에서는 연결된 세상의 또 다른 위험, 사이버 보안 문제에 대한 열띤 토론이 벌어졌다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09867,퇴계에게는 형이 하나 있었다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09868,무장으로 명성을 떨친 정지와 금남 정충신도 모두 광주 사람이었다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09869,최혜진은 티샷을 나무 밑으로 보내는 실수로 흔들렸다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09870,현재 제품에 대해 어떤 정보도 알려진 바가 없지만 미국 골프 전문 사이트인 골프스파이닷컴과 골프더블유알엑스는 이번 시리즈에도 ＇제일브레이크＇ 기술이 적용됐다고 전했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09871,"노후 차도 고장 난 후에 가는 사후정비가 수술이라면, 고장 전에 가는 사전정비는 예방주사이다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09872,이것도 모자라 생필품까지 갈취해갔다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09873,7일 첫 상대인 호주만 제압하면 조 1위로 준결승에 진출할 수 있는 대진표다.,사실형,긍정,현재,불확실,사실형-긍정-현재-불확실
TRAIN_09874,이번 프로모션은 총 6가지의 이벤트로 구성됐다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09875,"그러나 계약서를 제대로 살펴보지 않고, 아니면 알고도 배짱 두둑하게 서명해버린 자신을 탓해야 할 일이다.",추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_09876,이에 따라 2019년 9월 기준 월 52만5018원(특례·분할연금 제외)인 노령연금 전체 월평균 수령액은 이달 25일부터 2100원(52만5018원 × 0.4%) 올라 52만7118원이 된다.,사실형,긍정,미래,확실,사실형-긍정-미래-확실
TRAIN_09877,해외서는 한국 게임에 대한 규제 명분으로 활용할 수 있다.,추론형,미정,미래,불확실,추론형-미정-미래-불확실
TRAIN_09878,그런데 최근 기술 발달로 산삼 뿌리를 인공적으로 배양한 ＇산삼배양근＇을 대량 생산할 수 있게 됐다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09879,"경기 중 발로 상대 선수의 가슴을 가격해 레드카드와 3경기 출전정지 징계를 받았던 손흥민(28, 토트넘)이 돌아온다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09880,"해탈이 뭐라고, 그 순간을 경험하겠다며 평생을 수행하는 사람들도 수두룩한 세상에 6시간 걸으며 그 희열과 공허함을 느낄 수 있다면, 일생에 그보다 더 좋은 선물이 또 있을까 싶다.",추론형,미정,미래,불확실,추론형-미정-미래-불확실
TRAIN_09881,"경기도의료원 수술환자의 67%가 CCTV 녹화에 동의하고, 수술 후 녹화 파일을 요청한 경우는 없는 것으로 나타났다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09882,이번 수상 결과는 다음달 열리는 아카데미 시상식에서도 ＇기생충＇에 유리한 영향을 미칠 것으로 기대된다.,추론형,긍정,미래,불확실,추론형-긍정-미래-불확실
TRAIN_09883,이 책에서 강항은 침략의 원흉 도요토미 히데요시가 못생기고 키는 짤막하다고 적고 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09884,종합지급결제업은 핀테크 기업 등도 독립적으로 계좌를 발급·관리하고 자금 이체도 할 수 있는 업무를 말한다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09885,LA 다저스보다 약한 토론토의 공수 팀 전력과 함께 경쟁이 치열한 아메리칸리그 동부지구 특성까지 고려하면 류현진의 승수는 10승을 갓 넘는 수준이다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09886,경찰은 목격자 등을 상대로 사고 경위를 조사 중이다.,사실형,미정,현재,확실,사실형-미정-현재-확실
TRAIN_09887,왼손 투수의 희소성을 살려 카디널스 선발 투수진의 한 축을 꿰차기 위한 김광현이 도전의 닻을 마침내 올린다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09888,당초 산업통상자원부는 ＇약속의 2월＇이라며 이달부터 실적이 플러스로 전환할 거라는 장밋빛 전망을 내놨지만 신종 코로나 후폭풍으로 사실상 여의치 않게 됐다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09889,2025년 11월 한국에서 열리는 ＇제32차 아시아태평양경제협력체(APEC) 정상회의＇ 개최지를 놓고 지방자치단체들이 본격적인 유치전에 돌입했다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09890,"군사적 목적으로 사용시 전장 감시, 조기경보 및 정밀 타격 등을 가능하게 한 레이더는 제2차 세계대전에서 영국이 독일의 공습을 막아내기 위해 적극적으로 사용한 이래 감시정찰분야에서 전술적 가치가 매우 높아졌다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09891,김종민이 ＂혹시 주무실 때 같이 주무세요＂라고 묻자 강수지는 ＂왜요 우리 아직 2년 안 됐어요＂라고 답해 신혼 분위기를 물씬 풍겼다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09892,스프레드의 상승 기울기가 전례 없이 가파르다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09893,중국 우한에서 발생돼 전 세계적으로 번지고 있는 신종 코로나바이러스 감염증(우한 폐렴) 여파로 아시아에서 열리기로 계획되었던 미국여자프로골프(LPGA) 투어 3개 대회가 모두 취소됐다.,사실형,부정,과거,확실,사실형-부정-과거-확실
TRAIN_09894,배틀로얄 모드에 입장한 이용자들은 음악이 재생되는 동안 쉴새없이 쏟아지는 다른 이용자의 공격을 방어하는 동시에 반격 또는 선제공격을 통해 최후의 1인으로 생존하게 된다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09895,이익의 《성호사설》은 탐관오리의 가렴구주로 고을마다 주민들이 떠나고 도처에 거지들이 들끓었다고 했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09896,"웹2.0은 1.0과 달리 직접 콘텐츠를 제작하지 않고 타인이 올린 콘텐츠를 플랫폼 내에서 보여주는 새로운 시스템, 페이스북, 크레이그리스트, 구글, 플리커 등 급작스레 등장한 새로운 웹2.0 물결은 모든 것을 바꿨다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09897,그러나 발전을 포함해 대규모 개발사업을 벌일 때는 의무적으로 받아야 하는 기후변화 영향 평가마저 받지 않게 됨에 따라 ＇태양광 난립＇에 제동을 걸 수 있는 수단을 정부 스스로 포기했다는 비판이 나온다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09898,비타민 B12는 장 내부 표면에 있는 수용체에서 흡수되기 때문에 이곳에 이상이 생기면 체내로 충분히 흡수되지 못한다.,사실형,부정,현재,확실,사실형-부정-현재-확실
TRAIN_09899,한국 내 정해진 규제 틀 내에서 사업을 진행한다는 기조에는 당연히 변함이 없다.,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_09900,그는 그 말에 따라 충실하게 연습 스윙을 한 번 더 했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09901,성과도 보이고 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09902,"＂지금 현대사회에서도 끔찍하거나 이해할 수 없는 사건들이 있는데 개인의 문제로만 돌릴 수 있을지, 사회는 자유로워질 수 있을지 그런 지점에 대해 영화로 만들어보고 싶었다.＂",추론형,긍정,과거,확실,추론형-긍정-과거-확실
TRAIN_09903,미국과 한국을 포함한 전 세계 경제의 가파른 금리 인상에 국내 증시 대장주도 휘청하는 모습이다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09904,"특히 스타봇과 프로야구봇, 프리미어리그봇은 팬끼리 소통을 돕는 커뮤니티 역할로서도 입지를 구축하고 있다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09905,"김빛마로 한국조세재정연구원 부연구위원은 ＂소비재 기업에도 디지털세를 부과하는 내용을 추가해줬지만, 현재까지 IF 합의 내용은 미국 IT 기업의 세부담 확대가 압도적으로 큰 상황＂이라며 ＂향후 협상 과정에서 IT 기업 세부담을 줄이거나, 소비재 기업의 세부담을 늘려 달라는 요구가 언제든 나올 수 있다＂고 설명했다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09906,성종도 글씨와 그림에서 수준급의 실력을 보였다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09907,"이어 ＂국산품 온라인 해외판매 제도의 원활한 시행을 위해 플랫폼 개발, 해외배송 인프라 구축 등 업계 차원의 준비를 차질없이 진행해달라＂고 당부했다.",사실형,긍정,과거,불확실,사실형-긍정-과거-불확실
TRAIN_09908,최대 8명의 이용자가 함께 전투부대를 구성해 임무를 수행하거나 150명으로 구성된 ＇클랜＇을 만들어 파벌 분쟁에 참여할 수 있다.,사실형,긍정,미래,불확실,사실형-긍정-미래-불확실
TRAIN_09909,".전문가들에 따르면 기생충에는 상승, 하강의 이미지들이 자주 그려진다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09910,심연은 게임 내 최고 등급의 아이템 및 재화를 획득할 수 있는 콘텐츠다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09911,저자는 ＂우주로 훨씬 더 높이 가야하는 것이 우리의 운명＂이라면서 ＂서로 힘을 합친다면 훨씬 빨리 도달할 수 있다＂고 확언한다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09912,"그 뒤를 이어 최근 가장 강한 상승세를 보이고 있는 아이콘(ICX)이 +14%로 2위를 차지하고 있으며, 대표적인 바이낸스 런치패드 코인인 매틱네트워크(MATIC)와 하모니(ONE)이 그 뒤를 잇고 있습니다.",대화형,긍정,현재,확실,대화형-긍정-현재-확실
TRAIN_09913,"독일에서 이민 온 알프레드 텁스(Alfred L. Tubbs)는 샌프란시스코에서 밧줄 회사를 운영해 돈을 번 뒤, 인생 2막을 나파밸리 와이너리에서 펼치기로 했다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09914,조연주 NH투자증권 애널리스트는 ＂정부의 정책 실행 속도가 기대감보다 느리다는 평가가 시장 우려를 더욱 고조시켰다＂며 ＂미 연준에 대한 권한을 확대하고 CP 매입 외 MMF 시장 개입 등 더 강한 정책이 시급해 보인다＂고 밝혔다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09915,원이멀스에 따르면 러커VR은 2015년에 설립된 중국 VR콘텐츠 기업이다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09916,이미 그 시절 부정행위는 고질적 병폐였다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09917,또 2016년 11~12월 조지워싱턴대 시험 문제를 아들과 나눠 풀어 A학점을 받도록 도왔다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09918,그런 고충을 해소해주기 위해 최근엔 사건 내용만 입력하면 자동으로 법적 절차를 대행해주는 첨단 애플리케이션까지 등장했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09919,1999년 창간한 대학내일은 20년 넘게 대학생들이 가장 선호하는 ＇신세대＇ 매체로 활약해 왔다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09920,A씨는 이날 법원에 출석해 구속 전 피의자 심문(영장실질심사)을 받고 있다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09921,이들을 주식 시장으로 끌어들일 방안에 대해서는 그동안 많은 논의가 있었다.,추론형,긍정,과거,확실,추론형-긍정-과거-확실
TRAIN_09922,"뇌는 평상시에는 제각기 수없이 많은 기능이 외부 자극에 대응하며 생존을 위해 발현되는 복잡계의 형태를 취하지만, 방향성을 가질 때 많은 기능들의 통합적 연결성이 커지는 복합계의 성격을 갖는다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09923,한국인인 A씨 남편 신고를 받고 출동한 경찰은 A씨가 공책 1장 분량으로 남긴 유서 형식의 메모를 발견한 것으로 전해졌다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09924,뉴욕 크리스티 경매에서 4억5030만달러(약 5000억원)에 낙찰된 이 작품은 루브르 아부다비에서 일반에 공개된다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09925,지금은 일반인이 쓰는 ＇보건용 마스크＇가 효자 품목이 됐다지만 2015년 당시만 해도 상황은 달랐다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09926,아파트 실거래가 플랫폼 ＇아실＇에 따르면 최근 3개월간 서울 갭투자 매매 거래 증가 지역 1위는 노원구다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09927,"양발 간격으로 놓인 두 개의 벽돌이 전부이고 문, 칸막이, 물도 없는 건식 공중화장실이 인도에 1000만개 존재하는 까닭은 달리트들 ＇덕분＇이다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09928,신우(우왕)가 형을 당하자 영비가 몸을 날려 구하였다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09929,이날 현장은 ＇패러사이트＇가 호명될 때마다 환호로 들썩였다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09930,잉글랜드 프리미어리그(EPL)가 선정하는 2010년대 베스트골에 손흥민이 두 차례 이름을 올렸다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09931,청소년 10명 중 5명 이상이 성경험을 해본 적이 있는 것으로 나타났다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09932,"스컬은 밸런스, 스피드, 파워 등으로 분류되고 희귀도에 따른 구분도 존재해 능력이 천차만별이다.",사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09933,"네이처셀 관계자는 ＂수험생과 학생의 기억력 개선, 중장년층의 건망증 및 치매 예방용 제품으로 꾸준한 인기를 누리고 있다＂고 말했다.",사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09934,＂나는 내 나름의 등반 방식에 대해 ＇포기 알피니즘＇이라는 말을 붙였습니다.＂,대화형,긍정,과거,확실,대화형-긍정-과거-확실
TRAIN_09935,정보의 유통과 개인의 활동에 최대한의 자유를 보장하는 것이다.,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_09936,20세기 초반 유럽은 지금처럼 근사한 곳이 아니었다.,사실형,부정,과거,확실,사실형-부정-과거-확실
TRAIN_09937,요즘 사람들이 커피나 차를 수시로 마시듯이 사간원 관리들은 술을 마셨던 모양이다.,추론형,긍정,과거,불확실,추론형-긍정-과거-불확실
TRAIN_09938,정책 대출 상품 중에서도 디딤돌대출이나 보금자리론은 대출 한도를 계산할 때 DSR을 따지지 않고 LTV와 DTI(총부채상환비율)로만 한도를 산정한다.,사실형,긍정,현재,확실,사실형-긍정-현재-확실
TRAIN_09939,하지만 ＇군주론＇에 비해 훨씬 폭넓고 타협적이며 공동체 지향적이다.,추론형,긍정,현재,확실,추론형-긍정-현재-확실
TRAIN_09940,부산시 관계자는 ＂유치를 추진하고 있는 ＇2030 부산세계박람회＇와 시너지 효과를 낼 수 있는 방안을 마련하고 있다＂고 말했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
TRAIN_09941,큰 아들은 경찰조사에서 ＂새벽에 아르바이트를 마치고 귀가해 잠을 자려고 하는데 몸에 불이 붙은 아버지가 방으로 들어오면서 ＇불이야＇라고 소리쳤다＂면서 ＂깜짝 놀라 거실 발코니 창문으로 뛰어내렸다＂고 말했다.,사실형,긍정,과거,확실,사실형-긍정-과거-확실
